date,new_diagnoses,cum_diagnoses_article,cum_diagnoses,new_recoveries,cum_recoveries,new_deaths,cum_deaths,cum_tests,new_tests,adults,cum_children,new_children,cur_children,n_critical,ventilation,hospitalised,1vac,2vac,positive_percent,yandex_index,asympt_percent
2022-03-02,2912,225292,225281,8300,120248,13,5018,3978458,9922,,32112,392,90,305,39,3367,,,86.0,0.5,16.0
2022-03-03,2573,227865,227854,8794,129042,16,5034,3986458,8000,,32495,383,88,304,46,3247,,,91.0,0.6,16.0
2022-03-04,2416,230281,230270,9745,138787,12,5046,3996958,10500,,32848,353,91,299,48,3121,,,84.0,0.6,16.0
2022-03-05,2131,232412,232401,10572,149359,14,5060,4007368,10410,,33270,422,83,296,54,2961,,,88.0,1.9,16.0
2022-03-06,2008,234420,234409,10312,159671,11,5071,4011888,4520,,33623,353,80,297,58,2728,,,94.0,2.5,16.0
2022-03-07,1976,236396,236385,7009,166680,15,5086,4017213,5325,,33821,198,86,279,56,2697,,,88.0,0.5,16.0
2022-03-08,2057,238453,238442,8463,175143,13,5099,4019267,2054,,34236,415,91,270,48,2699,,,80.0,0.5,16.0
2022-03-09,1935,240388,240377,2784,177927,16,5115,4024422,5155,,34542,306,110,270,48,2766,,,89.0,0.5,16.0
2022-03-10,1302,241690,241679,12351,190278,12,5127,4031407,6985,,34753,211,65,267,41,2552,,,91.0,0.6,16.0
2022-03-11,1139,242829,242818,10113,200391,14,5141,4040064,8657,,34966,213,55,260,31,2300,,,82.0,0.6,16.0
2022-03-12,987,243816,243805,15469,215860,14,5155,4047734,7670,,35191,225,41,263,35,2083,,,93.0,1.9,16.0
2022-03-13,871,244687,244676,5429,221289,16,5171,4050335,2601,,35303,112,44,260,36,2060,,,90.0,2.5,16.0
2022-03-14,690,245377,245366,2112,223401,11,5182,4056051,5716,,35423,120,29,233,29,1997,,,83.0,0.5,16.0
2022-03-15,613,245990,245979,1081,224482,12,5194,4062621,6570,,35498,75,46,215,27,1974,,,80.0,0.5,16.0
2022-03-16,529,246519,246508,905,225387,14,5208,4070495,7874,,35498,0,45,212,33,1816,,,79.0,0.5,16.0
2022-03-17,458,246977,246966,346,225733,12,5220,4078117,7622,,35610,112,38,201,38,1711,,,95.0,0.6,16.0
2022-03-18,407,247384,247373,320,226053,10,5230,4087499,9382,,35710,100,43,200,27,1666,,,86.0,0.6,16.0
2022-03-19,383,247767,247756,344,226397,11,5241,4095031,7532,,35904,194,44,187,21,1489,,,93.0,1.9,16.0
2022-03-20,306,248073,248062,409,226806,12,5253,4097636,2605,,35961,57,41,189,20,1498,,,72.0,2.5,16.0
2022-03-21,294,248367,248356,388,227194,9,5262,4104010,6374,,36022,61,44,192,19,1513,,,98.0,0.5,16.0
2022-03-22,328,248695,248684,406,227600,11,5273,4111463,7453,,36066,44,43,190,23,1399,,,90.0,0.5,16.0
2022-03-23,302,248997,248986,360,227960,12,5285,4120344,8881,,36084,18,47,192,20,1283,,,89.0,0.5,16.0
2022-03-24,293,249290,249279,311,228271,12,5297,4127230,6886,,36100,16,43,182,23,1218,,,90.0,0.6,16.0
2022-03-25,287,249577,249566,335,228606,9,5306,4134218,6988,,36199,99,45,172,22,1167,,,89.0,0.6,16.0
2022-03-26,279,249856,249845,487,229093,10,5316,4136987,2769,,36134,-65,43,160,24,1086,,,92.0,1.9,16.0
2022-03-27,268,250124,250113,300,229393,9,5325,4138827,1840,,36150,16,42,159,21,1087,,,100.0,2.5,16.0
2022-03-28,265,250389,250378,319,229712,11,5336,4143775,4948,,36166,16,33,164,22,1045,,,92.0,0.5,16.0
2022-03-29,257,250646,250635,428,230140,13,5349,4148275,4500,,36225,59,30,157,20,1046,,,90.0,0.5,16.0
2022-03-30,251,250897,250886,504,230644,10,5359,4153795,5520,,36354,129,38,156,19,1046,,,83.0,0.5,16.0
2022-03-31,219,251116,251105,780,231424,14,5373,4157920,4125,,36383,29,40,158,20,1045,,,94.0,0.6,16.0
2022-04-01,288,251404,251393,766,232190,10,5383,4163311,5391,,36403,20,32,150,17,1015,,,90.0,0.6,16.0
2022-04-02,236,251640,251629,811,233001,11,5394,4165561,2250,,36433,30,18,153,20,974,,,90.0,1.9,16.0
2022-04-03,233,251873,251862,1312,234313,9,5403,4170348,4787,,36476,43,19,146,17,988,,,91.0,2.5,16.0
2022-04-04,223,252096,252085,1873,236186,12,5415,4185861,15513,,36583,107,15,148,22,985,,,88.0,0.5,16.0
2022-04-05,223,252319,252308,1873,238059,11,5426,4185861,0,,36583,0,15,148,22,985,,,95.0,0.5,16.0
2022-04-06,216,252535,252524,1621,239680,10,5436,4185861,0,,36612,29,11,136,20,911,,,93.0,0.5,16.0
2022-04-07,209,252733,252733,1693,241373,12,5448,4204371,18510,,36655,43,13,117,15,895,,,93.0,0.6,16.0
2022-04-08,214,252947,252947,1769,243142,9,5457,4213614,9243,,36698,43,11,109,21,864,,,93.0,0.6,16.0
2022-04-09,194,253141,253141,1591,244733,9,5466,4222479,8865,,36729,31,11,118,17,777,,,96.0,1.9,16.0
2022-04-10,191,253332,253332,213,244946,11,5477,4230345,7866,,36769,40,12,118,20,766,,,93.0,2.5,16.0
2022-04-11,186,253518,253518,228,245174,12,5489,4237205,6860,,36805,36,7,122,17,781,,,89.0,0.5,16.0
2022-04-12,190,253708,253708,293,245467,10,5499,4244946,7741,,36844,39,7,116,14,791,,,90.0,0.5,16.0
2022-04-13,179,253887,253887,339,245806,9,5508,4253811,8865,,36899,55,8,115,19,763,,,96.0,0.5,16.0
2022-04-14,170,254057,254057,307,246113,10,5518,4262618,8807,,36945,46,7,107,15,731,,,90.0,0.6,16.0
2022-04-15,165,254222,254222,244,246357,11,5529,4271625,9007,,36999,54,7,100,16,709,,,90.0,0.6,16.0
2022-04-16,163,254385,254385,297,246654,10,5539,4280156,8531,,37014,15,6,112,13,701,,,91.0,1.9,16.0
2022-04-17,157,254542,254542,288,246942,8,5547,4288138,7982,,37059,45,7,88,12,689,,,88.0,2.5,16.0
2022-04-18,152,254694,254694,280,247222,10,5557,4295066,6928,,37078,19,9,109,17,690,,,90.0,0.5,16.0
2022-04-19,154,254848,254848,366,247588,7,5564,4299966,4900,,37094,16,7,104,16,675,,,81.0,0.5,16.0
2022-04-20,149,254997,254997,372,247960,9,5573,4307025,7059,,37118,24,9,98,13,639,,,92.0,0.5,16.0
2022-04-21,141,255138,255138,191,248151,8,5581,4313916,6891,,37155,37,7,103,11,620,,,92.0,0.6,16.0
2022-04-22,133,255271,255271,155,248306,6,5587,4320956,7040,,37175,20,6,102,12,630,,,93.0,0.6,16.0
2022-04-23,125,255396,255396,142,248448,8,5595,4327233,6277,,37181,6,6,102,12,630,,,91.0,1.9,16.0
2022-04-24,119,255515,255515,126,248574,7,5602,4332983,5750,,37205,24,6,84,15,592,,,100.0,2.5,16.0
2022-04-25,114,255629,255629,108,248682,6,5608,4338277,5294,,37217,12,6,78,16,593,,,92.0,0.5,16.0
2022-04-26,115,255745,255744,95,248777,5,5613,4344151,5874,,37233,16,5,85,15,594,,,85.0,0.5,16.0
2022-04-27,116,255858,255860,115,248892,2,5615,4351003,6852,,37257,24,5,78,10,640,,,87.0,0.5,16.0
2022-04-28,117,255969,255977,114,249006,3,5618,4357872,6869,,37275,18,8,74,12,567,,,90.0,0.6,16.0
2022-04-29,118,256084,256095,117,249123,2,5620,4365619,7747,,37293,18,7,71,13,595,,,90.0,0.6,16.0
2022-04-30,110,256194,256205,112,249235,3,5623,4372945,7326,,38011,718,7,81,15,601,,,84.0,1.9,16.0
2022-05-01,106,256300,256311,97,249332,2,5625,4379495,6550,,38029,18,7,70,12,599,,,92.0,2.5,16.0
2022-05-02,103,256403,256414,104,249436,2,5627,4384373,4878,,38056,27,7,71,13,599,,,100.0,0.5,16.0
2022-05-03,107,256510,256521,108,249544,2,5629,4389395,5022,,38056,0,7,63,16,594,,,85.0,0.5,16.0
2022-05-04,100,256610,256621,94,249638,2,5631,4394157,4762,,,,,65,16,621,,,87.0,0.5,16.0
2022-05-05,100,256710,256621,71,249709,0,5631,4400415,6258,,,,,64,16,610,,,90.0,0.6,16.0
2022-05-06,85,256795,256806,102,249811,4,5635,4406674,6259,,38113,,9,63,17,605,,,90.0,0.6,16.0
2022-05-07,84,256879,256890,109,249920,2,5637,4413202,6528,,38118,5,9,73,15,552,,,84.0,1.9,16.0
2022-05-08,81,256960,256971,98,250018,2,5639,4419011,5809,,38139,21,9,68,15,549,,,92.0,2.5,16.0
2022-05-09,82,257042,257053,92,250110,1,5640,,,,,,,,,,,,,0.5,16.0
2022-05-10,82,257124,257135,84,250194,1,5641,,,,,,,,,,,,,0.5,16.0
2022-05-11,82,257206,257217,88,250282,1,5642,,,,,,,,,,,,,0.5,16.0
2022-05-12,81,257287,257298,83,250365,1,5643,4439045,,,38207,,4,79,15,585,,,,0.6,16.0
2022-05-13,81,257368,257379,117,250482,1,5644,4445633,6588,,38229,22,5,67,19,589,,,,0.6,16.0
2022-05-14,77,257445,257456,145,250627,1,5645,4452018,6385,,38341,112,5,70,18,588,,,,1.9,16.0
2022-05-15,78,257519,257534,81,250708,1,5646,4457208,5190,,38259,-82,6,70,17,590,,,,2.5,16.0
2022-05-16,79,257594,257613,77,250785,1,5647,4461272,4064,,38269,10,6,71,17,579,,,,0.5,16.0
2022-05-17,80,257673,257693,91,250876,1,5648,4466681,5409,,38276,7,6,70,16,603,,,,0.5,16.0
2022-05-18,81,257745,257774,85,250961,1,5649,4472795,6114,,38289,13,6,75,16,635,,,,0.5,16.0
2022-05-19,82,257813,257856,93,251054,1,5650,4479048,6253,,38300,11,5,72,14,644,,,,0.6,16.0
2022-05-20,83,257883,257939,84,251138,1,5651,4485021,5973,,38315,15,2,67,10,640,,,,0.6,16.0
2022-05-21,84,257950,258023,79,251217,1,5652,4491082,6061,,38322,7,2,70,8,649,,,,1.9,16.0
2022-05-22,65,258015,258088,81,251298,1,5653,4495224,4142,,,,,,,,,,,2.5,16.0
2022-05-23,60,258075,258148,81,251379,1,5654,4500476,5252,,38348,,3,76,10,685,,,,0.5,16.0
2022-05-24,63,258138,258211,34,251413,2,5656,4505891,5415,,38354,6,3,75,6,692,,,,0.5,16.0
2022-05-25,59,258197,258270,60,251473,1,5657,4511698,5807,,38362,8,4,78,7,721,,,,0.5,16.0
2022-05-26,62,258259,258332,63,251536,1,5658,4517197,5499,,38370,8,4,79,10,722,,,,0.6,16.0
2022-05-27,60,258319,258392,67,251603,1,5659,4522705,5508,,38383,13,4,79,7,701,,,,0.6,16.0
2022-05-28,57,258376,258449,70,251673,1,5660,4527960,5255,,38392,9,4,76,8,686,,,,1.9,16.0
2022-05-29,55,258431,258504,72,251745,1,5661,4532681,4721,,38401,9,3,82,11,709,,,,2.5,16.0
2022-05-30,52,258483,258556,63,251808,1,5662,4535705,3024,,38403,2,5,87,12,671,,,,0.5,16.0
2022-05-31,56,258539,258612,68,251876,3,5665,4542235,6530,,38413,10,5,94,15,676,,,,0.5,16.0
2022-06-01,58,258597,258670,74,251950,4,5669,4548093,5858,,38421,8,,97,14,655,,,,0.5,16.0
2022-06-02,55,258652,258725,68,252018,1,5670,4553835,5742,,38429,8,,93,12,649,,,,0.6,16.0
2022-06-03,57,258709,258782,75,252093,0,5670,4559459,5624,,38445,16,,91,17,688,,,,0.6,16.0
2022-06-04,54,258763,258836,63,252156,1,5671,4564817,5358,703,38449,4,,89,19,,,,,1.9,16.0
2022-06-05,52,258815,258888,59,252215,2,5673,4569474,4657,674,38450,1,2,90,17,674,,,,2.5,16.0
2022-06-06,50,258855,258938,61,252276,1,5674,4573447,3973,,38458,8,,87,17,637,,,,0.5,16.0
2022-06-07,63,258918,259001,64,252340,2,5676,4578319,4872,655,38466,8,2,88,16,657,,,,0.5,16.0
2022-06-08,56,258974,259057,91,252431,0,5676,4583257,4938,,,,,,,,,,,0.5,16.0
2022-06-09,58,259032,259115,94,252525,0,5676,4588244,4987,,,,,,,,,,,0.6,16.0
2022-06-10,55,259087,259170,87,252612,1,5677,4593088,4844,,,,,,,,,,,0.6,16.0
2022-06-11,57,259144,259227,91,252703,0,5677,4597595,4507,,,,,,,,,,,1.9,16.0
2022-06-12,54,259198,259281,79,252782,1,5678,4601707,4112,,,,,,,,,,,2.5,16.0
2022-06-13,51,259249,259332,77,252859,0,5678,4605381,3674,622,38531,,1,77,9,623,,,,0.5,16.0
2022-06-14,54,259303,259386,58,252917,1,5679,4608826,3445,606,38540,9,2,74,16,608,,,,0.5,16.0
2022-06-15,55,259358,259441,21,252938,0,5679,4613465,4639,649,38554,14,3,76,15,652,,,,0.5,16.0
2022-06-16,58,259416,259499,36,252974,1,5680,4618317,4852,640,38565,11,3,60,14,643,,,,0.6,16.0
2022-06-17,56,259472,259555,29,253003,0,5680,4623004,4687,,,,,,11,,,,,0.6,16.0
2022-06-18,59,259531,259614,65,253068,0,5680,4627351,4347,616,38586,,3,53,10,619,,,,1.9,16.0
2022-06-19,53,259584,259667,48,253116,1,5681,4631227,3876,610,38605,19,3,54,9,613,,,,2.5,16.0
2022-06-20,50,259634,259717,54,253170,0,5681,4634637,3410,635,38626,21,4,56,10,639,,,,0.5,16.0
2022-06-21,53,259687,259770,51,253221,0,5681,4640341,5704,632,38636,10,4,64,10,636,,,,0.5,16.0
2022-06-22,56,259743,259826,19,253240,0,5681,4647027,6686,,,,,,,,,,,0.5,16.0
2022-06-23,58,259801,259884,52,253292,1,5682,4653713,6686,593,38660,,3,56,9,596,,,,0.6,16.0
2022-06-24,52,259853,259936,58,253350,1,5683,4658992,5279,538,38678,18,4,55,7,542,,,,0.6,16.0
2022-06-25,50,259903,259986,56,253406,0,5683,4664844,5852,,,,,,,,,,,1.9,16.0
2022-06-26,52,259955,260038,61,253467,0,5683,4670696,5852,507,38696,,4,42,8,511,,,,2.5,16.0
2022-06-27,49,260004,260087,57,253524,1,5684,4676019,5323,486,38704,8,6,40,6,492,,,,0.5,16.0
2022-06-28,54,260058,260141,63,253587,0,5684,4681965,5946,467,38712,8,,41,9,467,,,,0.5,16.0
2022-06-29,52,260110,260193,60,253647,1,5685,4688046,6081,,,,,,,,,,,0.5,16.0
2022-06-30,52,260162,260245,60,253707,1,5686,4694127,6081,,,,,,,,,,,0.6,16.0
2022-07-01,50,260212,260295,57,253764,0,5686,4700208,6081,405,38736,,4,33,4,,,,,0.6,16.0
2022-07-02,52,260264,260347,59,253823,0,5686,4706133,5925,396,38747,11,4,32,3,,,,,1.9,16.0
2022-07-03,49,260313,260396,53,253876,1,5687,4711897,5764,387,38759,12,3,29,3,390,,,,2.5,16.0
2022-07-04,47,260360,260443,56,253932,0,5687,4717237,5340,,,,,,,,,,,0.5,16.0
2022-07-05,52,260412,260495,64,253996,1,5688,4722578,5341,379,38790,,6,29,5,,,,,0.5,16.0
2022-07-06,48,260460,260543,57,254053,0,5688,4728528,5950,,,,,,,,,,,0.5,16.0
2022-07-07,50,260510,260593,66,254119,1,5689,4734479,5951,370,38805,,2,25,4,,,,,0.6,16.0
2022-07-08,48,260558,260593,0,254119,0,5689,4740357,5878,,,,,,,,,,,0.6,16.0
2022-07-09,48,260606,260689,19,254138,1,5690,4746236,5879,340,38818,,4,25,5,344,,,,1.9,16.0
2022-07-10,44,260650,260733,11,254149,0,5690,4755459,9223,,,,,,,,,,,2.5,16.0
2022-07-11,44,260694,260777,11,254160,1,5691,4759919,4460,,,,,,,,,,,0.5,16.0
2022-07-12,46,260740,260823,12,254172,0,5691,4762149,2230,322,38851,,4,22,5,326,,,,0.5,16.0
2022-07-13,49,260789,260872,10,254182,1,5692,4768091,5942,314,38864,13,5,22,3,319,,,,0.5,16.0
2022-07-14,44,260833,260916,11,254193,0,5692,4774106,6015,,,,,,,,,,,0.6,16.0
2022-07-15,43,260876,260959,11,254204,0,5692,4780121,6015,,,,,,,,,,,0.6,16.0
2022-07-16,51,260927,261010,2,254206,1,5693,4786136,6015,279,38905,,7,19,5,286,,,,1.9,16.0
2022-07-17,46,260973,261056,3,254209,1,5694,4791623,5487,,,,,,,,,,,2.5,16.0
2022-07-18,46,261019,261102,4,254213,1,5695,4797110,5487,,,,,,,,,,,0.5,16.0
2022-07-19,57,261076,261149,13,254226,0,5695,4802598,5488,279,38939,,10,15,2,289,,,,0.5,16.0
2022-07-20,53,261129,261202,13,254239,0,5695,4808962,6364,280,38955,16,7,11,5,287,,,,0.5,16.0
2022-07-21,56,261185,261258,10,254249,0,5695,4814681,5719,259,38969,14,10,13,5,269,,,,0.6,16.0
2022-07-22,54,261239,261312,18,254267,1,5696,4821062,6381,261,38990,21,14,15,4,275,,,,0.6,16.0
2022-07-23,55,261294,261367,14,254281,0,5696,4826948,5886,258,38996,6,12,15,4,270,,,,1.9,16.0
2022-07-24,52,261346,261419,60,254341,0,5696,4832369,5421,262,39006,10,12,15,3,274,,,,2.5,16.0
2022-07-25,50,261396,261469,64,254405,0,5696,4837842,5473,261,39012,6,17,15,,278,,,,0.5,16.0
2022-07-26,53,261449,261522,58,254463,1,5697,4843913,6071,266,39023,11,12,15,4,278,,,,0.5,16.0
2022-07-27,59,261508,261581,5,254468,0,5697,4850554,6641,259,39033,10,13,13,3,272,,,,0.5,16.0
2022-07-28,61,261569,261642,5,254473,0,5697,4857075,6521,,,,,,,,,,,0.6,16.0
2022-07-29,64,261633,261706,4,254477,0,5697,4863511,6436,261,39059,,13,12,3,274,,,,0.6,16.0
2022-07-30,66,261699,261772,3,254480,0,5697,4867182,3671,261,39064,5,13,13,3,274,,,,1.9,16.0
2022-07-31,69,261768,261841,3,254483,1,5698,4875180,7998,257,39073,9,13,15,2,270,,,,2.5,16.0
2022-08-01,71,261839,261912,7,254490,0,5698,4881041,5861,261,39084,11,18,15,2,279,,,,0.5,16.0
2022-08-02,80,,261992,12,254502,0,5698,4887450,6409,,,,,,,,,,,0.5,16.0
2022-08-03,91,262010,262083,24,254526,0,5698,4893984,6534,273,39100,,28,16,4,301,,,,0.5,16.0
2022-08-04,105,262115,262188,151,254677,0,5698,4901202,7218,255,39111,11,33,17,,288,,,,0.6,16.0
2022-08-05,122,262237,262310,204,254881,1,5699,4908269,7067,256,39122,11,34,15,5,290,,,,0.6,16.0
2022-08-06,133,262370,262443,227,255108,0,5699,4914215,5946,260,39139,17,34,15,5,294,,,,1.9,16.0
2022-08-07,140,262510,262583,32,255140,0,5699,4919790,5575,248,39153,14,34,11,6,282,,,,2.5,16.0
2022-08-08,135,262645,262718,21,255161,0,5699,4926066,6276,262,39175,22,47,16,4,309,,,,0.5,16.0
2022-08-09,144,262789,262862,113,255274,0,5699,4932723,6657,268,39198,23,44,20,3,312,,,,0.5,16.0
2022-08-10,169,262958,263031,338,255612,1,5700,4940751,8028,280,39221,23,51,20,4,331,,,,0.5,16.0
2022-08-11,174,263132,263205,107,255719,0,5700,4947967,7216,274,39261,40,59,19,4,333,,,,0.6,16.0
2022-08-12,181,263313,263386,161,255880,0,5700,4955346,7379,303,39288,27,57,17,1,360,,,,0.6,16.0
2022-08-13,176,263489,263562,149,256029,1,5701,4962007,6661,356,39299,11,57,18,3,413,,,,1.9,16.0
2022-08-14,180,263669,263742,10,256039,0,5701,4963294,1287,379,39329,30,57,18,3,436,,,,2.5,16.0
2022-08-16,367,264036,264109,56,256095,0,5701,4969557,6263,466,39376,47,65,32,8,531,,,,0.5,16.0
2022-08-17,249,264285,264358,266,256361,1,5702,4984328,14771,508,39411,35,59,33,7,567,,,,0.5,16.0
2022-08-18,281,264566,264639,304,256665,0,5702,4991206,6878,494,39441,30,59,32,7,553,,,,0.5,16.0
2022-08-19,307,264873,264946,164,256829,0,5702,5003000,11794,497,39481,40,59,30,6,556,,,,0.6,16.0
2022-08-20,342,265215,265288,188,257017,0,5702,5014422,11422,487,39522,41,57,30,7,544,,,,0.6,16.0
2022-08-21,390,265605,265678,93,257110,0,5702,5025460,11038,481,39567,45,57,30,8,538,,,,1.9,16.0
2022-08-22,408,266013,266086,97,257207,0,5702,5036212,10752,494,39597,30,63,27,5,557,,,,2.5,16.0
2022-08-23,439,266452,266525,215,257422,1,5703,5047527,11315,506,39641,44,63,34,4,569,,,,0.5,16.0
2022-08-24,465,266917,267000,288,257710,0,5703,5060346,12819,517,39702,61,73,43,4,590,,,,0.5,16.0
2022-08-25,480,,267480,224,257934,0,5703,5073371,13025,,,,,,,,,,,0.5,16.0
2022-08-26,420,267917,267900,224,258158,0,5703,5086395,13024,499,39819,,84,39,11,583,,,,0.6,16.0
2022-08-27,537,268454,268437,231,258389,0,5703,5099479,13084,493,39871,52,85,34,12,578,,,,0.6,16.0
2022-08-28,526,268980,268963,155,258544,0,5703,5111026,11547,516,39924,53,87,36,11,603,,,,1.9,16.0
2022-08-29,533,269513,269496,78,258622,1,5704,5122223,11197,538,39993,69,73,37,11,611,,,,2.5,16.0
2022-08-30,558,270071,270054,162,258784,0,5704,5133956,11733,550,40061,68,63,33,9,613,,,,0.5,16.0
2022-08-31,594,270665,270648,174,258958,0,5704,5147486,13530,545,40174,113,64,33,9,609,,,,0.5,16.0
2022-09-01,671,271336,271319,169,259127,0,5704,5160378,12892,538,40298,124,63,35,8,601,,,,0.5,16.0
2022-09-02,699,272035,272018,162,259289,1,5705,5174185,13807,547,40413,115,56,36,9,603,,,,0.6,16.0
2022-09-03,725,272760,272743,155,259444,0,5705,5186833,12648,546,40590,177,56,35,7,602,,,,0.6,16.0
2022-09-04,733,273493,273476,149,259593,0,5705,5198024,11191,547,40668,78,55,35,7,602,,,,1.9,16.0
2022-09-05,719,274212,274195,131,259724,1,5706,5208996,10972,611,40772,104,75,44,9,686,,,,2.5,16.0
2022-09-07,731,274943,274926,124,259848,0,5706,5220794,11798,650,40895,123,61,49,10,711,,,,0.5,16.0
2022-09-08,1631,276574,276557,342,260190,1,5707,5244748,23954,628,41150,255,46,43,10,674,,,,0.5,16.0
2022-09-09,901,277475,277458,297,260487,2,5709,5257602,12854,612,41324,174,46,38,7,658,,,,0.5,16.0
2022-09-10,926,278401,278384,238,260725,0,5709,5268966,11364,586,41459,135,51,41,9,637,,,,0.6,16.0
2022-09-11,931,279332,279315,388,261113,0,5709,5279993,11027,603,41601,142,51,40,7,654,,,,0.6,16.0
2022-09-12,924,280256,280239,523,261636,0,5709,5290731,10738,607,41780,179,56,38,8,663,,,,1.9,16.0
2022-09-13,940,281196,281179,,,1,5710,,,,,,,,,,,,,2.5,16.0
2022-09-14,961,282157,282140,,,0,5710,,,,,,,,,,,,,0.5,16.0
2022-09-15,942,283099,283082,,,0,5710,,,,,,,,,,,,,0.5,16.0
2022-09-16,974,284073,284056,,264745,1,5711,5340134,,538,42597,817,47,22,4,585,,,,0.5,16.0
2022-09-17,922,284995,284978,1122,265867,0,5711,5351508,11374,526,42776,179,46,24,2,572,,,,0.6,16.0
2022-09-18,896,285891,285874,1046,266913,0,5711,5362397,10889,535,42899,123,46,24,4,581,,,,0.6,16.0
2022-09-19,885,286776,286759,1013,267926,1,5712,5373062,10665,531,43030,131,54,21,4,585,,,,1.9,16.0
2022-09-20,920,287696,287679,,,1,5713,,,,,,,,,,,,,2.5,16.0
2022-09-21,879,288575,288558,,270326,0,5713,5396772,,534,43307,277,45,20,2,579,,,,0.5,16.0
2022-09-22,847,289422,289405,1319,271645,0,5713,5408304,11532,534,43410,103,45,20,2,579,,,,0.5,16.0
2022-09-23,759,290181,290164,1282,272927,1,5714,5420505,12201,542,43537,127,46,19,2,588,,,,0.5,16.0
2022-09-24,731,290912,290895,1204,274131,0,5714,5431561,11056,520,43649,112,46,20,5,566,,,,0.6,16.0
2022-09-25,720,291632,291615,,,1,5715,,,,,,,,,,,,,0.6,16.0
2022-09-26,667,292299,292282,,276299,0,5715,5454254,,514,43899,250,43,19,4,557,,,,1.9,16.0
2022-09-29,1976,294275,294258,3928,280227,1,5716,5485694,31440,515,44130,231,31,19,3,546,,,,2.5,16.0
2022-09-30,597,294872,294855,1318,281545,1,5717,5496980,11286,479,44184,54,31,15,4,510,,,,0.5,16.0
2022-10-01,569,295441,295424,1245,282790,0,5717,5506622,9642,457,44243,59,30,13,4,487,,,,0.5,16.0
2022-10-02,543,295984,295967,1053,283843,0,5717,5515951,9329,449,44288,45,30,14,4,479,,,,0.5,16.0
2022-10-03,531,296515,296498,1020,284863,1,5718,5525259,9308,463,44347,59,27,14,3,490,,,,0.6,16.0
2022-10-04,481,296996,296979,1157,286020,0,5718,5535033,9774,467,44399,52,27,17,2,494,,,,0.6,16.0
2022-10-06,881,297877,297860,2266,288286,1,5719,5553966,18933,433,44489,90,18,13,1,451,,,,1.9,16.0
2022-10-07,379,298256,298239,1121,289407,1,5720,5563511,9545,427,44519,30,24,8,1,451,,,,2.5,16.0
2022-10-08,439,298695,298678,1194,290601,0,5720,5572406,8895,423,44566,47,24,9,1,447,,,,0.5,16.0
2022-10-09,361,299056,299039,1033,291634,0,5720,5580576,8170,431,44623,57,22,12,2,453,,,,0.5,16.0
2022-10-10,320,299376,299359,,,0,5720,,,,,,,,,,,,,0.5,16.0
2022-10-11,350,299726,299709,,,1,5721,,,,,,,,,,,,,0.6,16.0
2022-10-12,348,300074,300057,,,0,5721,,,,,,,,,,,,,0.6,16.0
2022-10-13,348,300422,300405,,293986,1,5722,5615774,,361,44823,200,16,11,1,377,,,,1.9,16.0
2022-10-14,263,300685,300668,,,1,5723,5625161,9387,361,44852,29,16,11,1,377,,,,2.5,16.0
2022-10-15,225,300910,300893,,,0,5723,,,,,,,,,,,,,0.5,16.0
2022-10-16,215,301125,301108,,,1,5724,,,,,,,,,,,,,0.5,16.0
2022-10-17,220,301345,301328,,294746,0,5724,5650281,,341,44923,71,12,15,0,353,,,,0.5,16.0
2022-10-18,268,301613,301596,127,294873,0,5724,5659100,8819,346,44948,25,12,14,1,358,,,,0.6,16.0
2022-10-19,231,301844,301827,183,295056,1,5725,5667911,8811,329,44984,36,7,12,1,336,,,,0.6,16.0
2022-10-20,219,302063,302046,204,295260,0,5725,5676495,8584,320,45020,36,8,10,1,328,,,,1.9,16.0
2022-10-21,213,302276,302259,,,0,5725,,,,,,,,,,,,,2.5,16.0
2022-10-22,198,302474,302457,,295631,1,5726,5693531,,315,45073,53,8,11,,323,,,,0.5,16.0
2022-10-23,205,302679,302662,,,0,5726,,,,,,,,,,,,,0.5,16.0
2022-10-24,196,302875,302858,,,1,5727,,,,,,,,,,,,,0.5,16.0
2022-10-25,209,303084,303067,,296020,0,5727,5717483,,297,45136,63,8,10,1,305,,,,0.6,16.0
2022-10-26,190,303274,303257,86,296106,0,5727,5725825,8342,295,45168,32,8,10,1,303,,,,0.6,16.0
2022-10-27,170,303444,303427,,,0,5727,,,,,,,,,,,,,1.9,16.0
2022-10-28,164,303608,303591,,,0,5727,,,,,,,,,,,,,2.5,16.0
2022-10-29,155,303763,303746,500,296606,1,5728,5751030,,290,45215,47,5,12,3,295,,,,0.5,16.0
2022-10-30,158,303921,303904,,,0,5728,,,,,,,,,,,,,0.5,16.0
2022-10-31,115,304036,304019,382,296988,2,5730,5766771,,289,45245,30,6,13,0,295,,,,0.5,16.0
2022-11-01,144,304180,304163,162,297150,0,5730,5774983,8212,288,45255,10,5,13,0,293,,,,0.6,16.0
2022-11-02,131,304311,304294,,,0,5730,,,,,,,,,,,,,0.6,16.0
2022-11-03,125,304436,304419,312,297462,0,5730,5791470,,284,45278,23,9,11,2,293,,,,1.9,16.0
